,number,name_en,name_en_lowercase,dex_en,name_de,name_de_lowercase,dex_de,name_fr,name_fr_lowercase,dex_fr,name_it,name_it_lowercase,dex_it,name_es,name_es_lowercase,dex_es,catchrate,atk,def,hp,spd,type1,type2,legendary,mythical
470,470,Leafeon,leafeon,"This Pokémon’s tail is blade sharp, with a fantastic cutting edge that can slice right though large trees.",Folipurba,folipurba,"Sein Schweif ist scharf wie eine Klinge. Es ist stolz darauf, dass es damit selbst einen großen Baum sauber zweiteilen kann.",Phyllali,phyllali,"Grâce à sa queue aussi effilée qu’une lame, il est capable de fendre en deux des arbres immenses.",Leafeon,leafeon,"Va molto fiero della sua coda affilata come una lama, con cui può tranciare in due persino un grosso albero.",Leafeon,leafeon,"Se siente muy orgulloso de su cola afilada como una espada, con la que es capaz de cortar en dos el tronco de un árbol grueso.",45,330,355,300,350,Grass,,0,0
471,471,Glaceon,glaceon,"The coldness emanating from Glaceon causes powdery snow to form, making it quite a popular Pokémon at ski resorts.",Glaziola,glaziola,"Die kalte Luft, die Glaziola abgibt, erzeugt Pulverschnee. In Skigebieten erfreut es sich daher großer Beliebtheit.",Givrali,givrali,"Ce Pokémon exhale un vent glacial qui crée une neige poudreuse. Sa présence est très appréciée dans les stations de ski.",Glaceon,glaceon,"L’aria gelida emessa da Glaceon genera una neve molto sottile, perfetta per le piste da sci.",Glaceon,glaceon,"El aire gélido que exhala crea una suerte de cristales de hielo que lo hace muy demandado en las estaciones de esquí.",45,350,365,300,290,Ice,,0,0
472,472,Gliscor,gliscor,"Its flight is soundless. It uses its lengthy tail to carry off its prey... Then its elongated fangs do the rest.",Skorgro,skorgro,"Es fliegt völlig lautlos. Erst fängt es seine Beute mit seinem langen Schweif, dann saugt es sie aus.",Scorvol,scorvol,"Il vole sans un bruit, et capture ses proies avec sa queue pour leur infliger une morsure critique.",Gliscor,gliscor,"Vola senza far rumore. Afferra le prede con la lunga coda e perfora il loro punto vitale con i canini.",Gliscor,gliscor,"Vuela sin hacer nada de ruido. Con su larga cola captura a sus presas y las muerde con sus colmillos.",30,300,360,320,350,Ground,Flying,0,0
473,473,Mamoswine,mamoswine,"It looks strong, and that’s exactly what it is. As the weather grows colder, its ice tusks grow longer, thicker, and more impressive.",Mamutel,mamutel,"Es ist so stark, wie es aussieht. Je kälter es ist, desto dicker, länger und beeindruckender werden seine Stoßzähne aus Eis.",Mammochon,mammochon,"Comme son physique le laisse deviner, il est très fort. La taille de ses défenses de glace augmente à mesure que la température baisse.",Mamoswine,mamoswine,"È forte, proprio come il suo aspetto lascia intendere. Più freddo fa, più spesse e lunghe diventano le sue zanne di ghiaccio.",Mamoswine,mamoswine,"Es tan fuerte como parece. Cuanto más frío hace, más gruesos, largos e imponentes se vuelven sus colmillos de hielo.",50,360,300,390,320,Ice,Ground,0,0
474,474,Porygon-Z,porygon-z,"Some say an additional program made this Pokémon evolve, but even academics can’t agree on whether Porygon-Z is really an evolution.",Porygon-Z,porygon-z,"Es heißt, es habe sich durch eine neue Software entwickelt, doch Wissenschaftler sind sich nicht einig, ob Porygon-Z wirklich eine Entwicklung ist.",Porygon-Z,porygon-z,"On dit qu’un nouveau programme l’a fait évoluer, mais les avis des scientifiques divergent quant à savoir s’il s’agit réellement d’une évolution.",Porygon-Z,porygon-z,"Pare che si sia evoluto in seguito all’installazione di un programma, ma la comunità scientifica non è concorde nel definire ciò un’evoluzione.",Porygon-Z,porygon-z,"Se dice que evolucionó con la instalación de un nuevo software, pero la comunidad científica está dividida respecto a si es o no una evolución.",30,375,305,340,340,Normal,,0,0
475,475,Gallade,gallade,"Sharply attuned to others’ wishes for help, this Pokémon seeks out those in need and aids them in battle.",Galagladi,galagladi,"Es spürt sofort, wenn jemand in Not ist, und eilt ihm unverzüglich zu Hilfe.",Gallame,gallame,"Ses sens aiguisés lui indiquent lorsque quelqu’un est en danger. Il accourt alors à la rescousse.",Gallade,gallade,"È in grado di captare con estrema sensibilità lo stato d’animo di chi si trova nei guai e può così accorrere subito in suo aiuto.",Gallade,gallade,"Es capaz de percibir al instante cuando alguien está en un aprieto y corre raudo a su lado para prestarle ayuda.",45,350,340,306,320,Psychic,Fighting,0,0
476,476,Probopass,probopass,"It uses three small units to catch prey and battle enemies. The main body mostly just gives orders.",Voluminas,voluminas,"Sein Körper selbst befehligt meist nur die drei kleinen Einheiten, die an seiner Stelle kämpfen und für die Nahrungssuche zuständig sind.",Tarinorme,tarinorme,"Il utilise ses trois petites unités pour combattre ses ennemis et capturer ses proies. Le reste de son corps se contente de donner des ordres.",Probopass,probopass,"Usa le tre piccole unità per procacciare il cibo e lottare contro i nemici. Il corpo centrale si limita quasi esclusivamente a impartire ordini.",Probopass,probopass,"Usa sus tres pequeñas unidades para capturar presas o combatir, mientras que el resto de su cuerpo se dedica casi solo a impartir órdenes.",60,290,455,290,240,Rock,Steel,0,0
477,477,Dusknoir,dusknoir,"With the mouth on its belly, Dusknoir swallows its target whole. The soul is the only thing eaten— Dusknoir disgorges the body before departing.",Zwirrfinst,zwirrfinst,"Es verschluckt Beute im Ganzen mit dem Maul an seinem Bauch, verspeist aber nur ihre Seele. Den Körper spuckt es wieder aus.",Noctunoir,noctunoir,"Il dévore l’âme de ses ennemis en les engloutissant dans sa bouche ventrale. Il recrache ensuite leur enveloppe corporelle.",Dusknoir,dusknoir,"Divora la preda in un boccone con la bocca che ha sulla pancia, si nutre del suo spirito e ne sputa fuori il corpo.",Dusknoir,dusknoir,"Engulle a los rivales con la boca del estómago y, tras haber devorado el alma, escupe el cuerpo.",45,325,430,260,250,Ghost,,0,0
478,478,Froslass,froslass,"It spits out cold air of nearly −60 degrees Fahrenheit to freeze its quarry. It brings frozen prey back to its lair and neatly lines them up.",Frosdedje,frosdedje,"Es friert seine Beute mit -50 ºC kalter Luft ein, nimmt sie dann in seinen Unterschlupf mit und reiht sie dort fein säuberlich auf.",Momartik,momartik,"Il gèle ses proies avec son souffle à - 50 °C, les amène dans son antre, puis les y aligne avec soin.",Froslass,froslass,"Congela le prede con un alito glaciale a -50 ºC, poi le porta nella sua tana e le allinea con cura.",Froslass,froslass,"Expulsa un vaho gélido a -50 °C con el que congela a sus presas para luego llevarlas a su morada y colocarlas como adorno.",75,320,300,310,380,Ice,Ghost,0,0
479,479,Rotom,rotom,"With a body made of plasma, it can inhabit all sorts of machines. It loves to surprise others.",Rotom,rotom,"Mit seinem aus Plasma bestehenden Körper kann es in verschiedene Geräte schlüpfen. Es liebt es, andere zu erschrecken.",Motisma,motisma,"Son corps composé de plasma lui permet d’infiltrer diverses machines. Il adore surprendre les gens.",Rotom,rotom,"Si intrufola in diversi apparecchi con il suo corpo composto di plasma. Gli piace tanto sorprendere le persone.",Rotom,rotom,"Su cuerpo de plasma le permite infiltrarse en toda clase de dispositivos electrónicos. Adora sobresaltar a la gente.",45,305,314,270,342,Electric,Ghost,0,0
480,480,Uxie,uxie,"It is said that its emergence gave humans the intelligence to improve their quality of life.",Selfe,selfe,"Man sagt, dass durch sein Auftauchen Menschen die Intelligenz erhielten, ihr Leben zu verbessern.",Créhelf,créhelf,"On dit que sa venue a fourni aux humains le bon sens nécessaire pour améliorer leur existence.",Uxie,uxie,"Alla nascita di questo Pokémon l’uomo avrebbe ricevuto la capacità di migliorare la propria esistenza.",Uxie,uxie,"Se dice que su aparición otorgó a los humanos la inteligencia para mejorar sus vidas.",3,310,420,320,350,Psychic,,1,0
481,481,Mesprit,mesprit,"It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.",Vesprit,vesprit,"Es schläft auf dem Grund eines Sees. Man sagt, sein Geist verlasse den Körper und fliege über den See.",Créfollet,créfollet,"Il dort au fond d’un lac. On dit que son esprit abandonne son corps pour voler à sa surface.",Mesprit,mesprit,"Dorme sul fondo di un lago. Si dice che il suo spirito abbandoni il corpo per volare in superficie.",Mesprit,mesprit,"Duerme en el fondo de un lago. Se dice que su espíritu deja el cuerpo para volar sobre el agua.",3,370,370,330,320,Psychic,,1,0
482,482,Azelf,azelf,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg.",Tobutz,tobutz,"Man glaubt, dass Selfe, Vesprit und Tobutz alle aus demselben Ei kamen.",Créfadet,créfadet,"On raconte que Créhelf, Créfollet et Créfadet proviennent du même Œuf.",Azelf,azelf,"Pare che Uxie, Mesprit e Azelf abbiano avuto origine dallo stesso uovo.",Azelf,azelf,"Se cree que Uxie, Mesprit y Azelf provienen del mismo huevo.",3,410,300,320,390,Psychic,,1,0
483,483,Dialga,dialga,"It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.",Dialga,dialga,"Es besitzt die Macht, die Zeit zu kontrollieren. In den Mythen von Sinnoh erscheint es als Gottheit.",Dialga,dialga,"Il peut contrôler le temps. Les mythes de Sinnoh en parlent comme d’une divinité ancienne.",Dialga,dialga,"Ha il potere di controllare il tempo. Descritto nei miti della regione di Sinnoh come un’antica divinità.",Dialga,dialga,"Tiene el poder de controlar el tiempo. Aparece en los mitos de Sinnoh como una vieja deidad.",3,430,380,370,340,Steel,Dragon,1,0
484,484,Palkia,palkia,"It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.",Palkia,palkia,"Es hat die Macht, den Raum zu krümmen. In den Mythen von Sinnoh erscheint es als Gottheit.",Palkia,palkia,"Il peut modeler l’espace. Les mythes de Sinnoh en parlent comme d’une divinité ancienne.",Palkia,palkia,"Ha l’abilità di distorcere lo spazio. Nella mitologia della regione di Sinnoh è una divinità.",Palkia,palkia,"Tiene la habilidad de distorsionar el espacio. La mitología de Sinnoh lo describe como una deidad.",3,430,380,350,360,Water,Dragon,1,0
485,485,Heatran,heatran,"Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.",Heatran,heatran,"Das Blut, das durch seinen Körper fließt, brodelt heiß wie Magma. Es lebt in vulkanischen Höhlen.",Heatran,heatran,"Le sang de ce Pokémon des cratères bouillonne dans son corps comme du magma.",Heatran,heatran,"Nel suo corpo scorre sangue che ribolle come magma. Vive in antri all’interno di vulcani.",Heatran,heatran,"Su sangre fluye ardiendo como si fuera magma. Vive en cráteres de volcanes.",3,380,372,352,314,Fire,Steel,1,0
486,486,Regigigas,regigigas,"It’s said that Regigigas created other Pokémon from many different materials before it moved the continents to where they are today.",Regigigas,regigigas,"Man sagt, es habe aus verschiedenen Materialien Pokémon erschaffen und dann die Kontinente an ihren jetzigen Standort bewegt.",Regigigas,regigigas,"On raconte qu’après avoir créé des Pokémon avec différentes matières, il aurait placé les continents à leur position actuelle.",Regigigas,regigigas,"Si narra che abbia spostato i continenti nella loro posizione attuale dopo aver creato dei Pokémon con vari materiali.",Regigigas,regigigas,"Dicen que creó a otros Pokémon a partir de distintos materiales y que, después, colocó los continentes en su posición actual.",3,400,380,390,360,Normal,,1,0
487,487,Giratina,giratina,"It was banished for its violence. It silently gazed upon the old world from the Distortion World.",Giratina,giratina,"Es wurde aufgrund seines Verhaltens verbannt. Aus der Zerrwelt schaut es auf die alte Welt.",Giratina,giratina,"Sa grande violence lui a valu d’être banni. Il observe les hommes en silence depuis le Monde Distorsion.",Giratina,giratina,"È stato bandito per la sua violenza. Osserva il vecchio mondo in silenzio dal Mondo Distorto.",Giratina,giratina,"Fue desterrado por su violencia. Observa el mundo en silencio desde el Mundo Distorsión.",3,400,360,470,340,Ghost,Dragon,1,0
488,488,Cresselia,cresselia,"Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.",Cresselia,cresselia,"Hält man eine seiner Federn, träumt man süß. Manche glauben, es sei die Verkörperung der Mondsichel.",Cresselia,cresselia,"Dormir avec une de ses plumes à la main permet de faire de beaux rêves. On le surnomme « avatar du croissant de lune ».",Cresselia,cresselia,"Se si dorme con piume di Cresselia, si faranno bei sogni. È l’incarnazione di uno spicchio di luna.",Cresselia,cresselia,"Si alguien se duerme con una pluma suya, tendrá sueños maravillosos. Encarna el creciente lunar.",3,305,410,410,330,Psychic,,1,0
489,489,Phione,phione,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.",Phione,phione,"Lässt sich in warmen Meeren treiben, kehrt aber immer an den Platz seiner Geburt zurück.",Phione,phione,"Ce Pokémon des mers chaudes revient toujours à son lieu de naissance, peu importe la distance.",Phione,phione,"Si sposta nei mari caldi. Torna sempre dove è nato, anche se si trova molto lontano.",Phione,phione,"Va a la deriva por mares cálidos. Siempre vuelve a donde nació, por mucho que se haya alejado.",30,320,320,330,320,Water,,0,1
490,490,Manaphy,manaphy,"It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.",Manaphy,manaphy,"Es besitzt die wundersame Fähigkeit, das Herz eines jeden anderen Pokémon anzurühren.",Manaphy,manaphy,"Il possède l’étrange pouvoir de s’entendre avec n’importe quel Pokémon.",Manaphy,manaphy,"Dispone di un potere innato che lo fa legare con qualsiasi specie di Pokémon.",Manaphy,manaphy,"Posee un poder singular que hace que entable amistad con casi cualquier Pokémon.",3,360,360,370,360,Water,,0,1
491,491,Darkrai,darkrai,"It can lull people to sleep and make them dream. It is active during nights of the new moon.",Darkrai,darkrai,"Es kann andere in Schlaf versetzen und ihnen Träume geben. Es ist nur bei Neumond aktiv.",Darkrai,darkrai,"Il a la capacité de bercer les gens pour les faire rêver. Il se montre durant les nuits de nouvelle lune.",Darkrai,darkrai,"Ha l’abilità di far addormentare la gente e farla sognare. È attivo nelle notti di luna nuova.",Darkrai,darkrai,"Puede adormecer a la gente y hacerles soñar. Está activo en las noches de luna nueva.",3,385,340,310,410,Dark,,0,1
492,492,Shaymin,shaymin,"The blooming of Gracidea flowers confers the power of flight upon it. Feelings of gratitude are the message it delivers.",Shaymin,shaymin,"Es heißt, wenn die Gracidea blühen, drückt es seine Dankbarkeit aus, indem es hoch in die Lüfte fliegt.",Shaymin,shaymin,"Il prend son essor pour répandre la gratitude lorsque les Gracidées fleurissent.",Shaymin,shaymin,"Si narra che Shaymin si alzi in volo per esprimere commossa gratitudine per la fioritura delle gracidee.",Shaymin,shaymin,"Se dice que, cuando florecen las Gracídeas, Shaymin alza el vuelo para mostrar su gratitud.",45,360,360,370,360,Grass,,0,1
493,493,Arceus,arceus,"It is told in mythology that this Pokémon was born before the universe even existed.",Arceus,arceus,"Die Mythologie erzählt, dass dieses Pokémon geboren wurde, bevor das Universum überhaupt existierte.",Arceus,arceus,"Dans la mythologie, ce Pokémon existait déjà avant la formation de l’univers.",Arceus,arceus,"Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell’universo.",Arceus,arceus,"La mitología cuenta que este Pokémon nació antes de que el Universo existiera.",3,400,400,410,400,Normal,,0,1
494,494,Victini,victini,"When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.",Victini,victini,"Jeder, dem Victini seine grenzenlose Energie zuteilwerden lässt, strotzt nur so vor Kraft.",Victini,victini,"L’énergie sans limites qu’il produit donne une force incroyable à ceux qui entrent en contact avec elle.",Victini,victini,"Può condividere l’energia infinita che emana, donando un potere immenso a chi la riceve.",Victini,victini,"Cuando Victini comparte su energía ilimitada, esa persona o Pokémon irradia abundante poder.",3,360,360,370,360,Psychic,Fire,0,1
495,495,Snivy,snivy,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",Serpifeu,serpifeu,"Fängt mit dem Schweif Sonnenlicht auf, um Photosynthese zu betreiben. Fehlt ihm die Kraft, hängt sein Schweif schlaff herab.",Vipélierre,vipélierre,"Il laisse sa queue prendre le soleil pour sa photosynthèse. Quand il est malade, sa queue pend tristement.",Snivy,snivy,"Assorbe i raggi solari dalla coda per operare la fotosintesi. Quando non sta bene, la sua coda si affloscia.",Snivy,snivy,"Sintetiza la luz del sol que recoge con su cola. Esta se le queda abatida cuando le fallan las energías.",45,250,270,260,286,Grass,,0,0
496,496,Servine,servine,"When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.",Efoserp,efoserp,"Es achtet stets auf Reinlichkeit, da es mit schmutzigen Blättern keine Photosynthese betreiben kann.",Lianaja,lianaja,"La saleté l’empêchant d’utiliser la photosynthèse, il prend grand soin d’être toujours propre.",Servine,servine,"Se si sporca, le sue foglie non possono più effettuare la fotosintesi, perciò si tiene sempre molto pulito.",Servine,servine,"Cuando su cuerpo está sucio, no puede realizar la fotosíntesis con sus hojas, así que cuida mucho su higiene personal.",45,280,310,290,326,Grass,,0,0
497,497,Serperior,serperior,"It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.",Serpiroyal,serpiroyal,"Bringt Gegner mit einem einzigen kühlen Blick zum Erstarren. In seinem Inneren verstärkt es die Energie der Sonne.",Majaspic,majaspic,"Il peut paralyser l’ennemi d’un regard. Il amplifie l’énergie du soleil dans son corps.",Serperior,serperior,"Può bloccare i movimenti dell’avversario con il solo sguardo. Amplifica l’energia solare all’interno del suo corpo.",Serperior,serperior,"Detiene los movimientos del rival con una sola mirada. Expande la energía solar dentro de su cuerpo.",45,310,350,320,386,Grass,,0,0
498,498,Tepig,tepig,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.",Floink,floink,"Floink liebt es, selbst geröstete Nüsse zu verspeisen. Ab und zu verkohlt es sie jedoch ungewollt vor lauter Vorfreude.",Gruikui,gruikui,"Il adore se goinfrer de Baies grillées, mais il lui arrive de les réduire en cendres dans son excitation.",Tepig,tepig,"Adora mangiare le bacche arrostite, ma a volte si fa prendere la mano per l’eccitazione e le riduce in cenere.",Tepig,tepig,"Le encanta comer bayas tostadas, pero a veces se emociona demasiado y termina churruscándolas.",45,268,250,300,250,Fire,,0,0
499,499,Pignite,pignite,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",Ferkokel,ferkokel,"Lodert das Feuer in ihm auf, bewegt es sich geschmeidiger und schneller. Bei Gefahr lässt es ordentlich Dampf ab.",Grotichon,grotichon,"Quand le feu dans son corps s’embrase, sa vitesse et son agilité augmentent. En cas d’urgence, il crache de la fumée.",Pignite,pignite,"Quando la fiamma interna arde intensa, diventa più rapido e scattante. Nei momenti critici esala fumo.",Pignite,pignite,"Cuando las llamas de su interior se avivan, aumenta su velocidad y agilidad. Emite humo si está en peligro.",45,323,270,350,270,Fire,Fighting,0,0
500,500,Emboar,emboar,"It has mastered fast and powerful fighting moves. It grows a beard of fire.",Flambirex,flambirex,"Es trägt einen Backenbart aus Feuer und beherrscht Kampftechniken, die ebenso wuchtig wie schnell sind.",Roitiflam,roitiflam,"Il a une barbe enflammée. Il maîtrise des techniques de combat au corps à corps rapides et puissantes.",Emboar,emboar,"La sua barba è avvolta dalle fiamme. Padroneggia mosse di lotta che combinano potenza e rapidità.",Emboar,emboar,"Posee una tupida barba fogosa. Es tanto rápido como poderoso, y su principal baza es la lucha cuerpo a cuerpo.",45,383,290,390,290,Fire,Fighting,0,0
501,501,Oshawott,oshawott,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",Ottaro,ottaro,"Kämpft mit der Muschel auf seinem Bauch. Pariert es einen Angriff, schlägt es sofort mit einer Schnitt-Attacke zurück.",Moustillon,moustillon,"Il combat avec le coupillage de son ventre. Il peut parer un assaut et immédiatement contre-attaquer.",Oshawott,oshawott,"Combatte con la conchiglia che ha sul ventre. Contrattacca prontamente dopo aver parato l’attacco avversario.",Oshawott,oshawott,"Ataca con la vieira de su ombligo. En cuanto para un ataque, pasa al contraataque sin dilación.",45,278,250,280,250,Water,,0,0
502,502,Dewott,dewott,"As a result of strict training, each Dewott learns different forms for using the scalchops.",Zwottronin,zwottronin,"Jedes Zwottronin eignet sich über strenges Training einen völlig eigenen Muschelkampfstil an.",Mateloutre,mateloutre,"Chaque Mateloutre a sa propre technique d’escrime au coupillage, acquise grâce à un entraînement drastique.",Dewott,dewott,"Le loro conchiglie sono tutte diverse nella forma e ogni Dewott si allena duramente per imparare a usarle.",Dewott,dewott,"Tras un exhaustivo entrenamiento, Dewott puede dominar diversas técnicas para usar con sus vieiras.",45,318,280,320,280,Water,,0,0
503,503,Samurott,samurott,"One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.",Admurai,admurai,"Besiegt Gegner durch einen einzigen Hieb mit der Klinge an seinem Panzer. Ein böser Blick und seine Feinde verstummen.",Clamiral,clamiral,"Il peut terrasser ses ennemis d’un coup de la lame enchâssée dans son armure, et les faire taire d’un seul regard.",Samurott,samurott,"Atterra l’avversario con un solo colpo della spada inserita nell’armatura. Una sua occhiata ammutolisce il nemico.",Samurott,samurott,"Derriba a su rival con un solo tajo del sable que lleva en su coraza. Acalla al enemigo con una simple mirada.",45,368,315,360,300,Water,,0,0
504,504,Patrat,patrat,"Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.",Nagelotz,nagelotz,"Eines dieser vorsichtigen Pokémon steht immer vor ihrem Bau Wache. Nähert sich jedoch ein Feind von hinten, ist es aus.",Ratentif,ratentif,"Très prudent, il surveille attentivement son territoire, mais oublie souvent de regarder derrière lui.",Patrat,patrat,"Sono molto guardinghi e almeno uno del branco è sempre di guardia. Non vedono però il nemico se li attacca da dietro.",Patrat,patrat,"Aunque es un Pokémon muy precavido y siempre hay uno montando guardia, si se acercan por detrás, no se dará cuenta.",255,250,238,260,244,Normal,,0,0
505,505,Watchog,watchog,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",Kukmarda,kukmarda,"Bespuckt Gegner mit Kernen von Beeren aus seinen Backentaschen. Erspäht es einen Feind, richtet es den Schweif auf.",Miradar,miradar,"Il attaque en crachant les graines des Baies qu’il accumule dans ses bajoues. S’il voit un ennemi, il dresse la queue.",Watchog,watchog,"Attacca sparando i semi delle bacche che ha accumulato nelle guance. Se avvista il nemico, drizza la coda.",Watchog,watchog,"Ataca lanzando las semillas de las bayas que acumula en sus mofletes. Su cola se tensa al avistar a un enemigo.",255,305,298,290,314,Normal,,0,0
506,506,Lillipup,lillipup,"This Pokémon is far brighter than the average child, and Lillipup won’t forget the love it receives or any abuse it suffers.",Yorkleff,yorkleff,"Yorkleff ist deutlich intelligenter als die meisten Kinder und vergisst nie, wenn man ihm Zuneigung entgegenbringt oder es schlecht behandelt.",Ponchiot,ponchiot,"Ce Pokémon est plus intelligent que la plupart des enfants. Il n’oublie ni l’affection qu’il a reçue ni les mauvais traitements qu’il a pu subir.",Lillipup,lillipup,"È molto più intelligente di un bambino. Non scorda né l’affetto ricevuto né i maltrattamenti subiti.",Lillipup,lillipup,"Muestra una inteligencia muy superior a la media de los niños humanos. No olvida ni el amor ni los malos tratos que recibe.",255,245,250,260,270,Normal,,0,0
507,507,Herdier,herdier,"The black fur that covers this Pokémon’s body is dense and springy. Even sharp fangs bounce right off.",Terribark,terribark,"Das dunkle Fell, das seinen Körper bedeckt, ist sehr dicht und federnd. Selbst Angriffe mit scharfen Fangzähnen prallen davon ab.",Ponchien,ponchien,"Les poils sombres qui recouvrent son dos sont si épais et si souples qu’ils peuvent même repousser des crocs acérés.",Herdier,herdier,"La pelliccia scura che ricopre il suo corpo è spessa ed elastica, al punto da respingere anche delle zanne affilate.",Herdier,herdier,"El pelaje negro que lo recubre es tan denso y elástico que puede repeler incluso los colmillos más afilados.",120,275,290,300,280,Normal,,0,0
508,508,Stoutland,stoutland,"Stoutland is immensely proud of its impressive moustache. It’s said that moustache length is what determines social standing among this species.",Bissbark,bissbark,"Seinen üppigen Schnauzbart trägt es mit Stolz. Angeblich entscheidet dessen Länge über die Rangordnung innerhalb dieser Pokémon-Art.",Mastouffe,mastouffe,"Sa moustache remarquable fait sa fierté, car sa longueur permettrait de déterminer la hiérarchie au sein de l’espèce.",Stoutland,stoutland,"Va molto fiero dei suoi splendidi baffi. Si dice che la loro lunghezza determini la sua superiorità o inferiorità rispetto ai suoi simili.",Stoutland,stoutland,"Sus impresionantes bigotes son su orgullo. Entre los de su especie se establece una jerarquía según su longitud.",45,315,340,340,320,Normal,,0,0
509,509,Purrloin,purrloin,"Opponents that get drawn in by its adorable behavior come away with stinging scratches from its claws and stinging pride from its laughter.",Felilou,felilou,"Es wiegt andere durch liebenswertes Verhalten in Sicherheit, kratzt sie dann plötzlich und amüsiert sich prächtig darüber.",Chacripan,chacripan,"Malheur à qui se laisse berner par ses gestes adorables : une fois les gens à sa portée, il les griffe sans crier gare, en ricanant.",Purrloin,purrloin,"Lascia avvicinare il nemico distraendolo con pose ammalianti, e poi all’improvviso lo graffia ridendo.",Purrloin,purrloin,"Una vez que ha logrado distraer al rival mediante sus gestos adorables, lo araña de improviso con las garras mientras muestra un semblante risueño.",255,260,234,252,292,Dark,,0,0
510,510,Liepard,liepard,"This stealthy Pokémon sneaks up behind prey without making any sound at all. It competes with Thievul for territory.",Kleoparda,kleoparda,"Dieses Pokémon schleicht sich völlig geräuschlos von hinten an seine Beute heran. Es bestreitet Revierkämpfe mit Gaunux.",Léopardus,léopardus,"Sans un bruit, il approche ses victimes par-derrière pour les frapper. Il dispute son territoire avec les Roublenard.",Liepard,liepard,"Si avvicina di soppiatto alla preda, attaccandola alle spalle all’improvviso. Spesso si contende il territorio con Thievul.",Liepard,liepard,"Libra disputas territoriales con los Thievul. Se acerca a sus rivales por la espalda sin hacer el menor ruido.",90,336,260,298,372,Dark,,0,0
511,511,Pansage,pansage,"It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.",Vegimak,vegimak,"Ein nettes Kerlchen, das so talentiert darin ist, Beeren aufzuspüren, dass es sie mit all seinen Kameraden teilt.",Feuillajou,feuillajou,"Il est très doué pour trouver des Baies et aime les partager avec ses amis sans rien demander en échange.",Pansage,pansage,"È un Pokémon molto generoso. Abilissimo nello scovare le bacche, va in giro a raccoglierle per poi condividerle.",Pansage,pansage,"Es todo un experto en la búsqueda de bayas y es tan gentil que las comparte con todos sus compañeros.",190,266,256,270,288,Grass,,0,0
512,512,Simisage,simisage,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",Vegichita,vegichita,"Ein hitziger Geselle, der im Kampf seinen dornigen Schweif umherschwingt. Auf seinem Kopf wachsen bittere Kräuter.",Feuiloutan,feuiloutan,"Il a un tempérament violent et se bat avec sa queue pleine d’épines. La feuille sur sa tête est très amère.",Simisage,simisage,"Di carattere impetuoso, lotta roteando la coda dotata di aculei. Le foglie che ha sul capo sono molto amare.",Simisage,simisage,"Pokémon muy temperamental que lucha con su cola revestida de púas. Las hojas de su cabeza están muy amargas.",75,356,286,320,362,Grass,,0,0
513,513,Pansear,pansear,"This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.",Grillmak,grillmak,"Das Feuer in seinem Kopfbüschel erreicht Temperaturen von bis zu 300 °C. Es ist in Vulkanhöhlen zu Hause.",Flamajou,flamajou,"Il vit dans les cratères des volcans. L’intérieur de la mèche qu’il a sur la tête peut atteindre 300 °C.",Pansear,pansear,"Vive nelle grotte vulcaniche. L’interno del ciuffo che ha in testa brucia a una temperatura di 300 °C.",Pansear,pansear,"Vive en cuevas volcánicas. El interior de su mata de pelo arde, llegando a alcanzar hasta 300 °C.",190,266,256,270,288,Fire,,0,0
514,514,Simisear,simisear,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.",Grillchita,grillchita,"Freut es sich, erhitzt sich sein Körper und aus seinem Kopf und Schweif sprühen Funken. Es liebt Süßigkeiten.",Flamoutan,flamoutan,"Quand il est excité, des flammèches brûlantes dansent sur sa tête et sa queue. Il raffole des choses sucrées.",Simisear,simisear,"Quando è concitato si scalda e iniziano a levarsi scintille dalla testa e dalla coda. Per qualche motivo adora i dolci.",Simisear,simisear,"Cuando se emociona, echa chispas por la cola y la cabeza, y calienta su cuerpo. Por alguna razón le encantan los dulces.",75,356,286,320,362,Fire,,0,0
